Date,Price
1991-05-14,26.8685
1991-05-15,26.85475
1991-05-16,26.81565
1991-05-17,26.7736
1991-05-20,26.7496
1991-05-21,26.7259
1991-05-22,26.69825
1991-05-23,26.66765
1991-05-24,26.63935
1991-05-28,26.61335
1991-05-29,26.58155
1991-05-30,26.5448
1991-05-31,26.50745
1991-06-03,26.47095
1991-06-04,26.42285
1991-06-05,26.36675
1991-06-06,26.31315
1991-06-07,26.27775
1991-06-10,26.2383
1991-06-11,26.2068
1991-06-12,26.1724
1991-06-13,26.1337
1991-06-14,26.09495
1991-06-17,26.0483
1991-06-18,25.99885
1991-06-19,25.94125
1991-06-20,25.8919
1991-06-21,25.83825
1991-06-24,25.7864
1991-06-25,25.7323
1991-06-26,25.6769
1991-06-27,25.62
1991-06-28,25.55415
1991-07-01,25.49065
1991-07-02,25.42935
1991-07-03,25.3606
1991-07-04,25.283
1991-07-05,25.1923
1991-07-08,25.1071
1991-07-09,25.01825
1991-07-10,24.92655
1991-07-11,24.8355
1991-07-12,24.7588
1991-07-15,24.69415
1991-07-16,24.61745
1991-07-17,24.54465
1991-07-18,24.46515
1991-07-19,24.38155
1991-07-22,24.2866
1991-07-23,24.19635
1991-07-24,24.09805
1991-07-25,24.0065
1991-07-26,23.9239
1991-07-29,23.8341
1991-07-30,23.7617
1991-07-31,23.68505
1991-08-01,23.6226
1991-08-02,23.58705
1991-08-05,23.5448
1991-08-06,23.49775
1991-08-07,23.4329
1991-08-08,23.37575
1991-08-09,23.30755
1991-08-12,23.24145
1991-08-13,23.1725
1991-08-14,23.1025
1991-08-15,23.0397
1991-08-16,22.9859
1991-08-19,22.93635
1991-08-20,22.87045
1991-08-21,22.7996
1991-08-22,22.7397
1991-08-23,22.6882
1991-08-26,22.6316
1991-08-27,22.585
1991-08-28,22.5386
1991-08-29,22.49915
1991-08-30,22.4533
1991-09-03,22.4172
1991-09-04,22.3756
1991-09-05,22.33395
1991-09-06,22.28
1991-09-09,22.2204
1991-09-10,22.16235
1991-09-11,22.10425
1991-09-12,22.04715
1991-09-13,22.0103
1991-09-16,21.9725
1991-09-17,21.9359
1991-09-18,21.90935
1991-09-19,21.88655
1991-09-20,21.8636
1991-09-23,21.8392
1991-09-24,21.8179
1991-09-25,21.80195
1991-09-26,21.78085
1991-09-27,21.75995
1991-09-30,21.7357
1991-10-01,21.70695
1991-10-02,21.67735
1991-10-03,21.65335
1991-10-04,21.63115
1991-10-07,21.61135
1991-10-08,21.5897
1991-10-09,21.57085
1991-10-10,21.548
1991-10-11,21.52155
1991-10-14,21.5063
1991-10-15,21.4977
1991-10-16,21.49165
1991-10-17,21.4752
1991-10-18,21.4583
1991-10-21,21.43845
1991-10-22,21.41805
1991-10-23,21.3966
1991-10-24,21.3633
1991-10-25,21.32745
1991-10-28,21.2824
1991-10-29,21.29045
1991-10-30,21.30575
1991-10-31,21.31405
1991-11-01,21.30875
1991-11-04,21.30745
1991-11-05,21.2982
1991-11-06,21.29465
1991-11-07,21.30595
1991-11-08,21.3123
1991-11-11,21.3202
1991-11-12,21.3236
1991-11-13,21.32835
1991-11-14,21.33495
1991-11-15,21.3454
1991-11-18,21.3499
1991-11-19,21.35265
1991-11-20,21.3546
1991-11-21,21.35205
1991-11-22,21.3474
1991-11-25,21.34625
1991-11-26,21.3402
1991-11-27,21.34345
1991-11-28,21.3467
1991-11-29,21.3537
1991-12-02,21.3583
1991-12-03,21.36895
1991-12-04,21.38555
1991-12-05,21.4005
1991-12-06,21.40745
1991-12-09,21.40925
1991-12-10,21.40905
1991-12-11,21.4096
1991-12-12,21.40765
1991-12-13,21.4056
1991-12-16,21.4056
1991-12-17,21.4062
1991-12-18,21.40645
1991-12-19,21.40705
1991-12-20,21.39815
1991-12-23,21.38865
1991-12-24,21.3818
1991-12-26,21.37555
1991-12-27,21.37075
1991-12-30,21.3605
1991-12-31,21.35425
1992-01-02,21.3475
1992-01-03,21.3442
1992-01-06,21.34305
1992-01-07,21.33775
1992-01-08,21.33025
1992-01-09,21.32155
1992-01-10,21.31645
1992-01-13,21.3134
1992-01-14,21.308
1992-01-15,21.30225
1992-01-16,21.2968
1992-01-17,21.29095
1992-01-20,21.28265
1992-01-21,21.26975
1992-01-22,21.2585
1992-01-23,21.2427
1992-01-24,21.2272
1992-01-27,21.21595
1992-01-28,21.20275
1992-01-29,21.19195
1992-01-30,21.1809
1992-01-31,21.16715
1992-02-03,21.15685
1992-02-04,21.14815
1992-02-05,21.1409
1992-02-06,21.1319
1992-02-07,21.12495
1992-02-10,21.11845
1992-02-11,21.10885
1992-02-12,21.09945
1992-02-13,21.0908
1992-02-14,21.07925
1992-02-17,21.06775
1992-02-18,21.0493
1992-02-19,21.0318
1992-02-20,21.01815
1992-02-21,21.0067
1992-02-24,20.9949
1992-02-25,20.9812
1992-02-26,20.96885
1992-02-27,20.95675
1992-02-28,20.94325
1992-03-02,20.9303
1992-03-03,20.9194
1992-03-04,20.90775
1992-03-05,20.89545
1992-03-06,20.8814
1992-03-09,20.86945
1992-03-10,20.85605
1992-03-11,20.84275
1992-03-12,20.83125
1992-03-13,20.82255
1992-03-16,20.81605
1992-03-17,20.8105
1992-03-18,20.80435
1992-03-19,20.8015
1992-03-20,20.79615
1992-03-23,20.7903
1992-03-24,20.78705
1992-03-25,20.78355
1992-03-26,20.78025
1992-03-27,20.77565
1992-03-30,20.77195
1992-03-31,20.7683
1992-04-01,20.76705
1992-04-02,20.7664
1992-04-03,20.7675
1992-04-06,20.7691
1992-04-07,20.7685
1992-04-08,20.7689
1992-04-09,20.76665
1992-04-10,20.7643
1992-04-13,20.76205
1992-04-14,20.75765
1992-04-15,20.75275
1992-04-16,20.74755
1992-04-20,20.7421
1992-04-21,20.7358
1992-04-22,20.7288
1992-04-23,20.71965
1992-04-24,20.7124
1992-04-27,20.70545
1992-04-28,20.6959
1992-04-29,20.6899
1992-04-30,20.6835
1992-05-01,20.6792
1992-05-04,20.6786
1992-05-05,20.67545
1992-05-06,20.67385
1992-05-07,20.6701
1992-05-08,20.66745
1992-05-11,20.6648
1992-05-12,20.6612
1992-05-13,20.6583
1992-05-14,20.65435
1992-05-15,20.65035
1992-05-18,20.6461
1992-05-19,20.6398
1992-05-20,20.6328
1992-05-21,20.62855
1992-05-22,20.62395
1992-05-26,20.62535
1992-05-27,20.62885
1992-05-28,20.63175
1992-05-29,20.63595
1992-06-01,20.6338
1992-06-02,20.6333
1992-06-03,20.63835
1992-06-04,20.64135
1992-06-05,20.6457
1992-06-08,20.64795
1992-06-09,20.6498
1992-06-10,20.6534
1992-06-11,20.65495
1992-06-12,20.65495
1992-06-15,20.65545
1992-06-16,20.6578
1992-06-17,20.66055
1992-06-18,20.6639
1992-06-19,20.6679
1992-06-22,20.67305
1992-06-23,20.67845
1992-06-24,20.68605
1992-06-25,20.69115
1992-06-26,20.69405
1992-06-29,20.69675
1992-06-30,20.6966
1992-07-01,20.69715
1992-07-02,20.69745
1992-07-03,20.69685
1992-07-06,20.695
1992-07-07,20.692
1992-07-08,20.68775
1992-07-09,20.68255
1992-07-10,20.67755
1992-07-13,20.67395
1992-07-14,20.66935
1992-07-15,20.6645
1992-07-16,20.6603
1992-07-17,20.65315
1992-07-20,20.64695
1992-07-21,20.6406
1992-07-22,20.6355
1992-07-23,20.6301
1992-07-24,20.62245
1992-07-27,20.61345
1992-07-28,20.60525
1992-07-29,20.59535
1992-07-30,20.58385
1992-07-31,20.57285
1992-08-03,20.5635
1992-08-04,20.55395
1992-08-05,20.5425
1992-08-06,20.53365
1992-08-07,20.5238
1992-08-10,20.51395
1992-08-11,20.5034
1992-08-12,20.4926
1992-08-13,20.4801
1992-08-14,20.46755
1992-08-17,20.456
1992-08-18,20.4465
1992-08-19,20.4367
1992-08-20,20.4287
1992-08-21,20.42135
1992-08-24,20.4177
1992-08-25,20.4143
1992-08-26,20.40775
1992-08-27,20.3995
1992-08-28,20.3941
1992-08-31,20.392
1992-09-01,20.38975
1992-09-02,20.38835
1992-09-03,20.38755
1992-09-04,20.38565
1992-09-07,20.3893
1992-09-08,20.3923
1992-09-09,20.3954
1992-09-10,20.39765
1992-09-11,20.40215
1992-09-14,20.41085
1992-09-15,20.41775
1992-09-16,20.4276
1992-09-17,20.4394
1992-09-18,20.45225
1992-09-21,20.4656
1992-09-22,20.4768
1992-09-23,20.486
1992-09-24,20.4934
1992-09-25,20.50205
1992-09-28,20.5137
1992-09-29,20.52505
1992-09-30,20.5386
1992-10-01,20.55635
1992-10-02,20.5731
1992-10-05,20.5885
1992-10-06,20.6046
1992-10-07,20.61995
1992-10-08,20.63675
1992-10-09,20.65095
1992-10-12,20.6652
1992-10-13,20.6797
1992-10-14,20.6943
1992-10-15,20.71255
1992-10-16,20.73435
1992-10-19,20.7558
1992-10-20,20.7739
1992-10-21,20.7875
1992-10-22,20.8016
1992-10-23,20.813
1992-10-26,20.824
1992-10-27,20.8336
1992-10-28,20.84485
1992-10-29,20.8559
1992-10-30,20.86565
1992-11-02,20.8776
1992-11-03,20.88685
1992-11-04,20.89175
1992-11-05,20.8994
1992-11-06,20.9061
1992-11-09,20.9145
1992-11-10,20.92255
1992-11-11,20.93
1992-11-12,20.93465
1992-11-13,20.93735
1992-11-16,20.9418
1992-11-17,20.94385
1992-11-18,20.94645
1992-11-19,20.95215
1992-11-20,20.95755
1992-11-23,20.9591
1992-11-24,20.9623
1992-11-25,20.96665
1992-11-27,20.9774
1992-11-30,20.98485
1992-12-01,20.99005
1992-12-02,20.99395
1992-12-03,20.9975
1992-12-04,21.00075
1992-12-07,21.0044
1992-12-08,21.004
1992-12-09,21.00485
1992-12-10,21.00935
1992-12-11,21.01145
1992-12-14,21.01365
1992-12-15,21.01545
1992-12-16,21.0199
1992-12-17,21.02505
1992-12-18,21.031
1992-12-21,21.0381
1992-12-22,21.04275
1992-12-23,21.0468
1992-12-24,21.0509
1992-12-28,21.0534
1992-12-29,21.05625
1992-12-30,21.05805
1992-12-31,21.0616
1993-01-04,21.0622
1993-01-05,21.06255
1993-01-06,21.0627
1993-01-07,21.06075
1993-01-08,21.0593
1993-01-11,21.05695
1993-01-12,21.05055
1993-01-13,21.04385
1993-01-14,21.03845
1993-01-15,21.03165
1993-01-18,21.02415
1993-01-19,21.0147
1993-01-20,21.00325
1993-01-21,20.99515
1993-01-22,20.9861
1993-01-25,20.98245
1993-01-26,20.98175
1993-01-27,20.9804
1993-01-28,20.98105
1993-01-29,20.9811
1993-02-01,20.98185
1993-02-02,20.98225
1993-02-04,20.98415
1993-02-05,20.98525
1993-02-08,20.98405
1993-02-09,20.9832
1993-02-10,20.98035
1993-02-11,20.9774
1993-02-12,20.9728
1993-02-16,20.9651
1993-02-17,20.9577
1993-02-18,20.95095
1993-02-19,20.94575
1993-02-22,20.9419
1993-02-23,20.93925
1993-02-24,20.93575
1993-02-25,20.93515
1993-02-26,20.935
1993-03-01,20.9346
1993-03-02,20.9343
1993-03-03,20.936
1993-03-04,20.94025
1993-03-05,20.94055
1993-03-08,20.93975
1993-03-09,20.9343
1993-03-10,20.9264
1993-03-11,20.91715
1993-03-12,20.9084
1993-03-15,20.89895
1993-03-16,20.88815
1993-03-17,20.8766
1993-03-18,20.8654
1993-03-19,20.8524
1993-03-22,20.83785
1993-03-23,20.8266
1993-03-24,20.814
1993-03-25,20.80295
1993-03-26,20.79365
1993-03-29,20.7831
1993-03-30,20.7733
1993-03-31,20.764
1993-04-01,20.75555
1993-04-02,20.7481
1993-04-05,20.7387
1993-04-06,20.72665
1993-04-07,20.71325
1993-04-08,20.7007
1993-04-12,20.69075
1993-04-13,20.6808
1993-04-14,20.6735
1993-04-15,20.66505
1993-04-16,20.6551
1993-04-19,20.64465
1993-04-20,20.63555
1993-04-21,20.62795
1993-04-22,20.62
1993-04-23,20.61275
1993-04-26,20.60565
1993-04-27,20.5998
1993-04-29,20.59585
1993-04-30,20.5899
1993-05-03,20.5838
1993-05-04,20.578
1993-05-05,20.5714
1993-05-06,20.5643
1993-05-07,20.5565
1993-05-10,20.54805
1993-05-11,20.5402
1993-05-12,20.5307
1993-05-13,20.51955
1993-05-14,20.5072
1993-05-17,20.49565
1993-05-18,20.4831
1993-05-19,20.47085
1993-05-20,20.4625
1993-05-21,20.4546
1993-05-24,20.4447
1993-05-25,20.4371
1993-05-26,20.4311
1993-05-27,20.42635
1993-05-28,20.4209
1993-06-01,20.41515
1993-06-02,20.40885
1993-06-03,20.40035
1993-06-04,20.3916
1993-06-07,20.38295
1993-06-08,20.3742
1993-06-09,20.36655
1993-06-10,20.35365
1993-06-11,20.3406
1993-06-14,20.3289
1993-06-15,20.3162
1993-06-16,20.30405
1993-06-17,20.29025
1993-06-18,20.2752
1993-06-21,20.2601
1993-06-22,20.2434
1993-06-23,20.22675
1993-06-24,20.2097
1993-06-25,20.19395
1993-06-28,20.1784
1993-06-29,20.1637
1993-06-30,20.1478
1993-07-01,20.12825
1993-07-02,20.10725
1993-07-06,20.08675
1993-07-07,20.0659
1993-07-08,20.04505
1993-07-09,20.0251
1993-07-12,20.0068
1993-07-13,19.98815
1993-07-14,19.96745
1993-07-15,19.94855
1993-07-16,19.9261
1993-07-19,19.9062
1993-07-20,19.88305
1993-07-21,19.8619
1993-07-22,19.8401
1993-07-23,19.81965
1993-07-26,19.80095
1993-07-27,19.784
1993-07-28,19.7653
1993-07-29,19.74595
1993-07-30,19.72425
1993-08-02,19.70315
1993-08-03,19.6814
1993-08-04,19.65865
1993-08-05,19.6348
1993-08-06,19.6104
1993-08-09,19.5889
1993-08-10,19.56935
1993-08-11,19.5526
1993-08-12,19.53785
1993-08-13,19.52285
1993-08-16,19.5069
1993-08-17,19.4908
1993-08-18,19.47565
1993-08-19,19.46045
1993-08-20,19.44705
1993-08-23,19.43615
1993-08-24,19.4264
1993-08-25,19.41555
1993-08-26,19.40625
1993-08-27,19.3972
1993-08-30,19.38765
1993-08-31,19.37655
1993-09-01,19.3652
1993-09-02,19.35485
1993-09-03,19.3416
1993-09-07,19.3257
1993-09-08,19.30965
1993-09-09,19.292
1993-09-10,19.27385
1993-09-13,19.2587
1993-09-14,19.2431
1993-09-15,19.2259
1993-09-16,19.2087
1993-09-17,19.19465
1993-09-20,19.18525
1993-09-21,19.17895
1993-09-22,19.1712
1993-09-23,19.16405
1993-09-24,19.1558
1993-09-27,19.14995
1993-09-28,19.146
1993-09-29,19.14335
1993-09-30,19.1415
1993-10-01,19.13935
1993-10-04,19.13665
1993-10-05,19.1317
1993-10-06,19.12545
1993-10-07,19.11885
1993-10-08,19.1119
1993-10-11,19.10675
1993-10-12,19.1004
1993-10-13,19.0938
1993-10-14,19.08745
1993-10-15,19.08055
1993-10-18,19.07305
1993-10-19,19.0658
1993-10-20,19.0619
1993-10-21,19.05765
1993-10-22,19.0521
1993-10-25,19.0443
1993-10-26,19.03755
1993-10-27,19.03195
1993-10-28,19.0274
1993-10-29,19.0197
1993-11-01,19.01365
1993-11-02,19.00435
1993-11-03,18.997
1993-11-04,18.9919
1993-11-05,18.9856
1993-11-08,18.9755
1993-11-09,18.96585
1993-11-10,18.951
1993-11-11,18.9372
1993-11-12,18.9225
1993-11-15,18.9045
1993-11-16,18.8866
1993-11-17,18.8704
1993-11-18,18.85375
1993-11-19,18.83505
1993-11-22,18.81705
1993-11-23,18.79865
1993-11-24,18.7767
1993-11-26,18.75335
1993-11-29,18.7284
1993-11-30,18.7054
1993-12-01,18.6847
1993-12-02,18.66285
1993-12-03,18.6408
1993-12-06,18.6152
1993-12-07,18.58745
1993-12-08,18.55805
1993-12-09,18.5299
1993-12-10,18.50195
1993-12-13,18.4718
1993-12-14,18.44105
1993-12-15,18.4106
1993-12-16,18.37935
1993-12-17,18.344
1993-12-20,18.31075
1993-12-21,18.2792
1993-12-22,18.2487
1993-12-23,18.219
1993-12-27,18.18885
1993-12-28,18.1575
1993-12-29,18.12885
1993-12-30,18.0996
1994-01-03,18.0715
1994-01-04,18.04335
1994-01-05,18.0196
1994-01-06,17.9988
1994-01-07,17.97555
1994-01-10,17.94895
1994-01-11,17.9231
1994-01-12,17.8928
1994-01-13,17.86425
1994-01-14,17.83695
1994-01-17,17.8105
1994-01-18,17.7824
1994-01-19,17.7553
1994-01-20,17.7271
1994-01-21,17.6997
1994-01-24,17.6734
1994-01-25,17.6486
1994-01-26,17.62395
1994-01-27,17.59995
1994-01-28,17.5749
1994-01-31,17.55005
1994-02-01,17.52915
1994-02-02,17.5095
1994-02-03,17.4891
1994-02-04,17.4673
1994-02-07,17.4449
1994-02-08,17.42085
1994-02-09,17.3949
1994-02-10,17.3668
1994-02-11,17.3372
1994-02-14,17.30525
1994-02-15,17.273
1994-02-16,17.24045
1994-02-17,17.20945
1994-02-18,17.17805
1994-02-22,17.1473
1994-02-23,17.1161
1994-02-24,17.0883
1994-02-25,17.05975
1994-02-28,17.03325
1994-03-01,17.0096
1994-03-02,16.98605
1994-03-03,16.96315
1994-03-04,16.94025
1994-03-07,16.91315
1994-03-08,16.886
1994-03-09,16.86
1994-03-10,16.8322
1994-03-11,16.80495
1994-03-14,16.7773
1994-03-15,16.7512
1994-03-16,16.72535
1994-03-17,16.69925
1994-03-18,16.6748
1994-03-21,16.6527
1994-03-22,16.6299
1994-03-23,16.60635
1994-03-24,16.5841
1994-03-25,16.5637
1994-03-28,16.5395
1994-03-29,16.51705
1994-03-30,16.49605
1994-03-31,16.4756
1994-04-04,16.46045
1994-04-05,16.44525
1994-04-06,16.43095
1994-04-07,16.41715
1994-04-08,16.4028
1994-04-11,16.3903
1994-04-12,16.37485
1994-04-13,16.3602
1994-04-14,16.34625
1994-04-15,16.33505
1994-04-18,16.32605
1994-04-19,16.31855
1994-04-20,16.31035
1994-04-21,16.30785
1994-04-22,16.3081
1994-04-25,16.3068
1994-04-26,16.3003
1994-04-27,16.29355
1994-04-28,16.28925
1994-04-29,16.2852
1994-05-02,16.28465
1994-05-03,16.2809
1994-05-04,16.27915
1994-05-05,16.27755
1994-05-06,16.2784
1994-05-09,16.27865
1994-05-10,16.2762
1994-05-11,16.2729
1994-05-12,16.273
1994-05-13,16.2734
1994-05-16,16.27365
1994-05-17,16.2722
1994-05-18,16.27325
1994-05-19,16.2766
1994-05-20,16.28355
1994-05-23,16.2905
1994-05-24,16.2946
1994-05-25,16.29585
1994-05-26,16.2953
1994-05-27,16.2946
1994-05-31,16.2954
1994-06-01,16.29765
1994-06-02,16.29915
1994-06-03,16.3013
1994-06-06,16.3036
1994-06-07,16.30205
1994-06-08,16.30135
1994-06-09,16.3028
1994-06-10,16.30295
1994-06-13,16.30505
1994-06-14,16.30565
1994-06-15,16.31125
1994-06-16,16.3192
1994-06-17,16.3332
1994-06-20,16.34675
1994-06-21,16.35855
1994-06-22,16.3708
1994-06-23,16.3827
1994-06-24,16.39425
1994-06-27,16.40535
1994-06-28,16.41615
1994-06-29,16.42555
1994-06-30,16.43815
1994-07-01,16.4515
1994-07-05,16.4641
1994-07-06,16.4722
1994-07-07,16.47735
1994-07-08,16.4871
1994-07-11,16.50035
1994-07-12,16.51475
1994-07-13,16.52785
1994-07-14,16.5384
1994-07-15,16.5442
1994-07-18,16.5475
1994-07-19,16.5518
1994-07-20,16.55555
1994-07-21,16.56
1994-07-22,16.5658
1994-07-25,16.57045
1994-07-26,16.5741
1994-07-27,16.5776
1994-07-28,16.58345
1994-07-29,16.5917
1994-08-01,16.60245
1994-08-02,16.61235
1994-08-03,16.622
1994-08-04,16.6325
1994-08-05,16.6381
1994-08-08,16.64375
1994-08-09,16.6506
1994-08-10,16.6586
1994-08-11,16.6642
1994-08-12,16.66615
1994-08-15,16.67085
1994-08-16,16.6742
1994-08-17,16.6771
1994-08-18,16.6806
1994-08-19,16.68105
1994-08-22,16.6785
1994-08-23,16.6785
1994-08-24,16.68275
1994-08-25,16.68665
1994-08-26,16.68965
1994-08-29,16.6932
1994-08-30,16.6966
1994-08-31,16.7007
1994-09-01,16.7046
1994-09-02,16.7068
1994-09-06,16.71155
1994-09-07,16.718
1994-09-08,16.72275
1994-09-09,16.72845
1994-09-12,16.73675
1994-09-13,16.7441
1994-09-14,16.7512
1994-09-15,16.758
1994-09-16,16.76495
1994-09-19,16.77635
1994-09-20,16.7874
1994-09-21,16.79985
1994-09-22,16.81545
1994-09-23,16.8312
1994-09-26,16.84635
1994-09-27,16.85855
1994-09-28,16.8745
1994-09-29,16.89195
1994-09-30,16.9118
1994-10-03,16.93155
1994-10-04,16.9515
1994-10-05,16.97055
1994-10-06,16.99015
1994-10-07,17.00845
1994-10-10,17.0258
1994-10-11,17.04405
1994-10-12,17.05915
1994-10-13,17.07205
1994-10-14,17.086
1994-10-17,17.09895
1994-10-18,17.11235
1994-10-19,17.123
1994-10-20,17.13405
1994-10-21,17.14395
1994-10-24,17.1582
1994-10-25,17.172
1994-10-26,17.19025
1994-10-27,17.2083
1994-10-28,17.2255
1994-10-31,17.24055
1994-11-01,17.25925
1994-11-02,17.2775
1994-11-03,17.2976
1994-11-04,17.31715
1994-11-07,17.3336
1994-11-08,17.3496
1994-11-09,17.3629
1994-11-10,17.3764
1994-11-11,17.3899
1994-11-14,17.4011
1994-11-15,17.40945
1994-11-16,17.41605
1994-11-17,17.42435
1994-11-18,17.43355
1994-11-21,17.44415
1994-11-22,17.45705
1994-11-23,17.4741
1994-11-28,17.49165
1994-11-29,17.50795
1994-11-30,17.5275
1994-12-01,17.5457
1994-12-02,17.56125
1994-12-05,17.57435
1994-12-06,17.58795
1994-12-07,17.60085
1994-12-08,17.61565
1994-12-09,17.62715
1994-12-12,17.63935
1994-12-13,17.65175
1994-12-14,17.66265
1994-12-15,17.67165
1994-12-16,17.68215
1994-12-19,17.69385
1994-12-20,17.70805
1994-12-21,17.72255
1994-12-22,17.73715
1994-12-23,17.75325
1994-12-27,17.76905
1994-12-28,17.78515
1994-12-29,17.7995
1994-12-30,17.8132
1995-01-03,17.8263
1995-01-04,17.8397
1995-01-05,17.85165
1995-01-06,17.8649
1995-01-09,17.8772
1995-01-10,17.88825
1995-01-11,17.9008
1995-01-12,17.91865
1995-01-13,17.9342
1995-01-16,17.95165
1995-01-17,17.9701
1995-01-18,17.98535
1995-01-19,18.0005
1995-01-20,18.01395
1995-01-23,18.0268
1995-01-24,18.0416
1995-01-25,18.0564
1995-01-26,18.06885
1995-01-27,18.0788
1995-01-30,18.0888
1995-01-31,18.0983
1995-02-01,18.1075
1995-02-02,18.11805
1995-02-03,18.1287
1995-02-06,18.1338
1995-02-07,18.13675
1995-02-08,18.14025
1995-02-09,18.14755
1995-02-10,18.1564
1995-02-13,18.165
1995-02-14,18.1726
1995-02-15,18.179
1995-02-16,18.1875
1995-02-17,18.19795
1995-02-21,18.20585
1995-02-22,18.21135
1995-02-23,18.2157
1995-02-24,18.2211
1995-02-27,18.2251
1995-02-28,18.22635
1995-03-01,18.2269
1995-03-02,18.22895
1995-03-03,18.23405
1995-03-06,18.23675
1995-03-07,18.23725
1995-03-08,18.2341
1995-03-09,18.23055
1995-03-10,18.22815
1995-03-13,18.22995
1995-03-14,18.23065
1995-03-15,18.23115
1995-03-16,18.23055
1995-03-17,18.23045
1995-03-20,18.2321
1995-03-21,18.23375
1995-03-22,18.2378
1995-03-23,18.24315
1995-03-24,18.24515
1995-03-27,18.2472
1995-03-28,18.24955
1995-03-29,18.2515
1995-03-30,18.25265
1995-03-31,18.2498
1995-04-03,18.2459
1995-04-04,18.23785
1995-04-05,18.2323
1995-04-06,18.2306
1995-04-07,18.231
1995-04-10,18.23215
1995-04-11,18.23495
1995-04-12,18.23765
1995-04-13,18.23775
1995-04-17,18.24265
1995-04-18,18.2465
1995-04-19,18.2509
1995-04-20,18.2554
1995-04-21,18.2612
1995-04-24,18.2661
1995-04-25,18.27025
1995-04-26,18.2703
1995-04-27,18.2707
1995-04-28,18.2718
1995-05-01,18.27355
1995-05-02,18.275
1995-05-03,18.2775
1995-05-04,18.28155
1995-05-05,18.28745
1995-05-08,18.29245
1995-05-09,18.29285
1995-05-10,18.29455
1995-05-11,18.29525
1995-05-12,18.2957
1995-05-15,18.2959
1995-05-16,18.29445
1995-05-17,18.2909
1995-05-18,18.28975
1995-05-19,18.28975
1995-05-22,18.28835
1995-05-23,18.29055
1995-05-24,18.2902
1995-05-25,18.28935
1995-05-26,18.28805
1995-05-30,18.2886
1995-05-31,18.29275
1995-06-01,18.296
1995-06-02,18.3035
1995-06-05,18.30935
1995-06-06,18.3165
1995-06-07,18.3241
1995-06-08,18.33445
1995-06-09,18.34315
1995-06-12,18.3498
1995-06-13,18.357
1995-06-14,18.36655
1995-06-15,18.37295
1995-06-16,18.37995
1995-06-19,18.3831
1995-06-20,18.3858
1995-06-21,18.38615
1995-06-22,18.38685
1995-06-23,18.3867
1995-06-26,18.38695
1995-06-27,18.38905
1995-06-28,18.392
1995-06-29,18.39495
1995-06-30,18.39825
1995-07-03,18.4013
1995-07-05,18.40315
1995-07-06,18.4042
1995-07-07,18.4037
1995-07-10,18.40515
1995-07-11,18.40345
1995-07-12,18.4021
1995-07-13,18.39995
1995-07-14,18.39915
1995-07-17,18.3971
1995-07-18,18.39395
1995-07-19,18.3888
1995-07-20,18.38315
1995-07-21,18.37865
1995-07-24,18.37445
1995-07-25,18.3705
1995-07-26,18.3665
1995-07-27,18.3643
1995-07-28,18.36275
1995-07-31,18.3652
1995-08-01,18.368
1995-08-02,18.37285
1995-08-03,18.3759
1995-08-04,18.3779
1995-08-07,18.379
1995-08-08,18.38045
1995-08-09,18.38275
1995-08-10,18.3848
1995-08-11,18.38555
1995-08-14,18.3829
1995-08-15,18.37905
1995-08-16,18.37575
1995-08-17,18.3732
1995-08-18,18.36925
1995-08-21,18.36605
1995-08-22,18.3639
1995-08-23,18.36405
1995-08-24,18.37015
1995-08-25,18.3774
1995-08-28,18.3758
1995-08-29,18.37425
1995-08-30,18.3726
1995-08-31,18.37465
1995-09-01,18.37715
1995-09-05,18.3827
1995-09-06,18.3859
1995-09-07,18.3899
1995-09-08,18.39495
1995-09-11,18.3989
1995-09-12,18.40245
1995-09-13,18.4046
1995-09-14,18.4091
1995-09-15,18.4135
1995-09-18,18.41925
1995-09-19,18.4293
1995-09-20,18.43755
1995-09-21,18.44235
1995-09-22,18.4444
1995-09-25,18.4456
1995-09-26,18.44735
1995-09-27,18.45095
1995-09-28,18.45465
1995-09-29,18.45755
1995-10-02,18.4629
1995-10-03,18.4665
1995-10-04,18.46855
1995-10-05,18.46795
1995-10-06,18.46775
1995-10-09,18.4688
1995-10-10,18.4682
1995-10-11,18.46645
1995-10-12,18.46315
1995-10-13,18.4616
1995-10-16,18.46075
1995-10-17,18.46145
1995-10-18,18.4615
1995-10-19,18.4594
1995-10-20,18.45815
1995-10-23,18.45855
1995-10-24,18.4595
1995-10-25,18.4589
1995-10-26,18.45835
1995-10-27,18.45845
1995-10-30,18.45735
1995-10-31,18.45335
1995-11-01,18.44845
1995-11-02,18.44465
1995-11-03,18.442
1995-11-06,18.4396
1995-11-07,18.43505
1995-11-08,18.43005
1995-11-09,18.42805
1995-11-10,18.42745
1995-11-13,18.42535
1995-11-14,18.4224
1995-11-15,18.4196
1995-11-16,18.4177
1995-11-17,18.4166
1995-11-20,18.4144
1995-11-21,18.4117
1995-11-22,18.40955
1995-11-27,18.41
1995-11-28,18.40905
1995-11-29,18.40895
1995-11-30,18.4081
1995-12-01,18.40795
1995-12-04,18.40785
1995-12-05,18.40645
1995-12-06,18.40595
1995-12-07,18.4052
1995-12-08,18.4071
1995-12-11,18.4067
1995-12-12,18.4075
1995-12-13,18.40995
1995-12-14,18.4141
1995-12-15,18.41965
1995-12-18,18.42505
1995-12-19,18.4275
1995-12-20,18.4289
1995-12-21,18.43155
1995-12-22,18.43725
1995-12-26,18.4439
